Card_Name,Set,Card_type1,Card_type2,Modal,Mana_Cost,CMC,Phyrexian_Mana,Color,Rarity,Price
Ringwarden Owl,ORI,Creature,,no,3UU,5.0,no,U,C,0.01
"Rionya, Fire Dancer",C21,LegendaryCreature,,no,3RR,5.0,no,R,R,0.43
Riot Control,DGM,Instant,,no,2W,3.0,no,W,C,0.24
Riot Devils,ISD,Creature,,no,2R,3.0,no,R,C,0.05
Riot Gear,GTC,Artifact,,no,2,2.0,no,colorless,C,0.03
Riot Piker,DGM,Creature,,no,1R,2.0,no,R,C,0.01
Riot Ringleader,AVR,Creature,,no,2R,3.0,no,R,C,0.04
Riot Spikes,DIS,Enchantment,,no,BR,2.0,no,BR,C,0.06
Rip Apart,STX,Sorcery,,no,RW,2.0,no,WR,U,0.14
Riparian Tiger,KLD,Creature,,no,3GG,5.0,no,G,C,0.01
Rip-Clan Crasher,ALA,Creature,,no,RG,2.0,no,RG,C,0.15
Ripjaw Raptor,GN2,Creature,,no,2GG,4.0,no,G,R,2.6
Ripscale Predator,CMR,Creature,,no,4RR,6.0,no,R,C,0.01
Riptide,DRK,Instant,,no,U,1.0,no,U,C,0.27
Riptide Biologist,ONS,Creature,,no,1U,2.0,no,U,C,0.07
Riptide Chimera,JOU,EnchantmentCreature,,no,2U,3.0,no,U,U,0.25
Riptide Chronologist,ONS,Creature,,no,3UU,5.0,no,U,U,0.14
Riptide Crab,BBD,Creature,,no,1WU,3.0,no,WU,C,0.03
Riptide Director,LGN,Creature,,no,2UU,4.0,no,U,R,0.4
Riptide Entrancer,ONS,Creature,,no,1UU,3.0,no,U,R,1.37
Riptide Laboratory,MH2,Land,,no,,0.0,no,colorless,R,0.17
Riptide Mangler,LGN,Creature,,no,1U,2.0,no,U,R,0.23
Riptide Pilferer,TSR,Creature,,no,1U,2.0,no,U,U,0.01
Riptide Replicator,ONS,Artifact,,no,X4,4.0,no,colorless,R,2.11
Riptide Shapeshifter,ONS,Creature,,no,3UU,5.0,no,U,U,0.21
Riptide Survivor,C14,Creature,,no,2U,3.0,no,U,U,0.16
Riptide Turtle,THB,Creature,,no,1U,2.0,no,U,C,0.06
Rise Again,M21,Sorcery,,no,4B,5.0,no,B,C,0.01
Rise and Shine,MH2,Sorcery,,no,1U,2.0,no,U,R,0.15
Rise//Fall,DDH,Sorcery,Sorcery,yes,UBBR,4.0,no,UBR,U,0.14
Rise from the Grave,ZNC,Sorcery,,no,4B,5.0,no,B,U,0.04
Rise from the Tides,GN2,Sorcery,,no,5U,6.0,no,U,U,0.22
Risen Executioner,DTK,Creature,,no,2BB,4.0,no,B,M,2.08
Risen Reef,M20,Creature,,no,1GU,3.0,no,UG,U,2.15
Risen Riptide,ZNR,Creature,,no,2U,3.0,no,U,C,0.01
Risen Sanctuary,RTR,Creature,,no,5GW,7.0,no,WG,U,0.19
Rise of Eagles,JOU,Sorcery,,no,4UU,6.0,no,U,C,0.05
Rise of Extus,STX,Sorcery,,no,4WBWB,8.0,no,WB,C,0.01
Rise of the Ants,MID,Sorcery,,no,4GG,6.0,no,G,U,0.01
Rise of the Dark Realms,JMP,Sorcery,,no,7BB,9.0,no,B,M,9.24
Rise of the Dread Marn,KHM,Instant,,no,2B,3.0,no,B,R,0.68
Rise of the Hobgoblins,EVE,Enchantment,,no,RWRW,4.0,no,WR,R,3.65
Rise to Glory,THB,Sorcery,,no,3WB,5.0,no,WB,U,0.03
Rise to the Challenge,BNG,Instant,,no,1R,2.0,no,R,C,0.01
Rishadan Airship,JMP,Creature,,no,2U,3.0,no,U,C,0.05
Rishadan Brigand,MMQ,Creature,,no,4U,5.0,no,U,R,0.78
Rishadan Cutpurse,MMQ,Creature,,no,2U,3.0,no,U,C,0.22
Rishadan Dockhand,MH2,Creature,,no,U,1.0,no,U,R,0.07
Rishadan Footpad,MMQ,Creature,,no,3U,4.0,no,U,U,0.26
Rishadan Pawnshop,MMQ,Artifact,,no,2,2.0,no,colorless,R,0.52
Rishadan Port,A25,Land,,no,,0.0,no,colorless,R,3.81
"Rishkar, Peema Renegade",NCC,LegendaryCreature,,no,2G,3.0,no,G,R,0.15
Rishkar's Expertise,NCC,Sorcery,,no,4GG,6.0,no,G,R,1.48
Rising Miasma,BFZ,Sorcery,,no,3B,4.0,no,B,U,0.04
Rising Populace,WAR,Creature,,no,2W,3.0,no,W,C,0.03
Rising Waters,NEM,Enchantment,,no,3U,4.0,no,U,R,0.74
Risk Factor,GRN,Instant,,no,2R,3.0,no,R,R,1.14
Risky Move,PHE,Enchantment,,no,3RRR,6.0,no,R,R,1.77
"Risona, Asari Commander",NEO,LegendaryCreature,,no,1RW,3.0,no,WR,R,0.1
Rite of Belzenlok,DOM,Enchantment,,no,2BB,4.0,no,B,R,0.19
Rite of Consumption,SHM,Sorcery,,no,1B,2.0,no,B,C,0.73
Rite of Flame,CSP,Sorcery,,no,R,1.0,no,R,C,1.88
Rite of Harmony,MID,Instant,,no,GW,2.0,no,WG,R,0.69
Rite of Oblivion,MID,Sorcery,,no,WB,2.0,no,WB,U,0.24
Rite of Passage,5DN,Enchantment,,no,2G,3.0,no,G,R,4.62
Rite of Replication,C21,Sorcery,,no,2UU,4.0,no,U,R,2.8
Rite of Ruin,AVR,Sorcery,,no,5RR,7.0,no,R,R,0.13
Rite of the Raging Storm,NCC,Enchantment,,no,3RR,5.0,no,R,U,0.64
Rite of the Serpent,KTK,Sorcery,,no,4BB,6.0,no,B,C,0.03
Rite of Undoing,FRF,Instant,,no,4U,5.0,no,U,U,0.1
Rites of Flourishing,ZNC,Enchantment,,no,2G,3.0,no,G,R,0.75
Rites of Initiation,VMA,Instant,,no,R,1.0,no,R,U,0.23
Rites of Reaping,RTR,Sorcery,,no,4BG,6.0,no,BG,U,0.03
Rites of Refusal,ODY,Instant,,no,1U,2.0,no,U,C,0.18
Rites of Spring,ODY,Sorcery,,no,1G,2.0,no,G,C,0.23
Rith's Attendant,INV,ArtifactCreature,,no,5,5.0,no,colorless,U,0.15
Rith's Charm,DDE,Instant,,no,RGW,3.0,no,WRG,U,0.23
Rith's Grove,PLS,Land,,no,,0.0,no,colorless,U,0.7
"Rith, the Awakener",DDE,LegendaryCreature,,no,3RGW,6.0,no,WRG,R,0.38
Ritual Guardian,MID,Creature,,no,2W,3.0,no,W,C,0.01
Ritual of Hope,MID,Instant,,no,1W,2.0,no,W,U,0.01
Ritual of Rejuvenation,XLN,Instant,,no,2W,3.0,no,W,C,0.07
Ritual of Restoration,DST,Sorcery,,no,W,1.0,no,W,C,0.09
Ritual of Soot,GRN,Sorcery,,no,2BB,4.0,no,B,R,0.29
Ritual of Steel,MIR,Enchantment,,no,2W,3.0,no,W,C,0.07
Ritual of Subdual,ME2,Enchantment,,no,4GG,6.0,no,G,R,1.73
Ritual of the Machine,ME2,Sorcery,,no,2BB,4.0,no,B,R,13.57
Ritual of the Returned,JOU,Instant,,no,3B,4.0,no,B,U,0.07
Rivalry,ULG,Enchantment,,no,2R,3.0,no,R,R,0.28
Rivals' Duel,PCA,Sorcery,,no,3R,4.0,no,R,U,0.04
Riven Turnbull,ME3,LegendaryCreature,,no,5UB,7.0,no,UB,U,7.22
River Bear,9ED,Creature,,no,3G,4.0,no,G,U,3.31
River Boa,DDM,Creature,,no,1G,2.0,no,G,U,0.1
River Darter,RIX,Creature,,no,2U,3.0,no,U,C,0.02
River Delta,ICE,Land,,no,,0.0,no,colorless,R,2.81
Riverfall Mimic,EVE,Creature,,no,1UR,3.0,no,UR,C,0.06
Riverglide Pathway//Lavaglide Pathway,ZNR,Land,Land,yes,,0.0,no,colorless,R,6.34
River Heralds' Boon,XLN,Instant,,no,1G,2.0,no,G,C,0.04
River Hoopoe,HOU,Creature,,no,GU,2.0,no,UG,U,0.08
River Kaijin,CHK,Creature,,no,2U,3.0,no,U,C,0.04
River Kelpie,C19,Creature,,no,3UU,5.0,no,U,R,0.22
River Merfolk,ME1,Creature,,no,UU,2.0,no,U,C,1.78
River of Tears,IMA,Land,,no,,0.0,no,colorless,R,3.51
River Serpent,AKH,Creature,,no,5U,6.0,no,U,C,0.07
River's Grasp,SHM,Sorcery,,no,3UB,5.0,no,UB,U,0.1
River Sneak,XLN,Creature,,no,1U,2.0,no,U,U,0.14
River's Rebuke,NCC,Sorcery,,no,4UU,6.0,no,U,R,0.3
Riverwheel Aerialists,IMA,Creature,,no,5U,6.0,no,U,C,0.04
Riverwise Augur,AFC,Creature,,no,3U,4.0,no,U,U,0.04
Riveteers Ascendancy,SNC,Enchantment,,no,BRG,3.0,no,BRG,R,0.29
Riveteers Charm,SNC,Instant,,no,BRG,3.0,no,BRG,U,0.12
Riveteers Confluence,NCC,Sorcery,,no,2BRG,5.0,no,BRG,R,0.37
Riveteers Decoy,SNC,Creature,,no,1G,2.0,no,G,U,0.01
Riveteers Initiate,SNC,Creature,,no,1R,2.0,no,R,C,0.01
Riveteers Overlook,SNC,Land,,no,,0.0,no,colorless,C,0.13
Riveteers Requisitioner,SNC,Creature,,no,1R,2.0,no,R,U,0.05
"Rix Maadi, Dungeon Palace",C19,Land,,no,,0.0,no,colorless,U,0.08
Rix Maadi Guildmage,RTR,Creature,,no,BR,2.0,no,BR,U,0.07
Rix Maadi Reveler,RNA,Creature,,no,1R,2.0,no,R,R,0.17
Road of Return,C19,Sorcery,,no,GG,2.0,no,G,R,0.35
Road//Ruin,MH2,Instant,Sorcery,yes,2G1RR,6.0,no,RG,U,0.01
Roadside Reliquary,NEO,Land,,no,,0.0,no,colorless,U,0.2
"Roalesk, Apex Hybrid",NCC,LegendaryCreature,,no,2GGU,5.0,no,UG,M,0.52
Roaming Ghostlight,M21,Creature,,no,3UU,5.0,no,U,C,0.01
Roaring Earth,NEO,Enchantment,,no,1G,2.0,no,G,U,0.09
Roaring Primadox,M15,Creature,,no,3G,4.0,no,G,U,0.05
Roaring Slagwurm,DST,Creature,,no,5GG,7.0,no,G,R,0.24
Roar of Challenge,KTK,Sorcery,,no,2G,3.0,no,G,U,0.17
Roar of Jukai,BOK,Instant,,no,2G,3.0,no,G,C,0.09
Roar of Reclamation,5DN,Sorcery,,no,5WW,7.0,no,W,R,0.49
Roar of the Crowd,MOR,Sorcery,,no,3R,4.0,no,R,C,0.15
Roar of the Kha,MRD,Instant,,no,1W,2.0,no,W,U,0.13
Roar of the Wurm,DDS,Sorcery,,no,6G,7.0,no,G,U,0.05
Roast,DTK,Sorcery,,no,1R,2.0,no,R,U,0.09
Robber Fly,MMQ,Creature,,no,2R,3.0,no,R,U,0.15
Robber of the Rich,ELD,Creature,,no,1R,2.0,no,R,M,3.04
Robe of Mirrors,10E,Enchantment,,no,U,1.0,no,U,C,0.25
Robe of Stars,AFC,Artifact,,no,1W,2.0,no,W,R,9.95
Rob the Archives,SNC,Sorcery,,no,1R,2.0,no,R,U,0.1
Roc Charger,GRN,Creature,,no,2W,3.0,no,W,U,0.04
"Rocco, Cabaretti Caterer",SNC,LegendaryCreature,,no,XRGW,3.0,no,WRG,U,0.05
Roc Egg,C19,Creature,,no,2W,3.0,no,W,U,0.06
Roc Hatchling,WTH,Creature,,no,R,1.0,no,R,U,0.21
Rock Badger,10E,Creature,,no,4R,5.0,no,R,C,0.06
Rock Basilisk,MIR,Creature,,no,4RG,6.0,no,RG,R,0.98
Rockcaster Platoon,ALA,Creature,,no,5WW,7.0,no,W,U,0.07
Rocket Launcher,SUM,Artifact,,no,4,4.0,no,colorless,R,1.42
Rockfall Vale,MID,Land,,no,,0.0,no,colorless,R,1.51
Rock Hydra,ME4,Creature,,no,XRR,2.0,no,R,R,6.37
Rock Jockey,SCG,Creature,,no,2R,3.0,no,R,C,0.09
Rockshard Elemental,LGN,Creature,,no,5RR,7.0,no,R,R,0.23
Rock Slide,VIS,Instant,,no,XR,1.0,no,R,C,0.13
Rockslide Ambush,ME4,Sorcery,,no,1R,2.0,no,R,C,27.78
Rockslide Elemental,HOP,Creature,,no,2R,3.0,no,R,U,0.18
Rockslide Sorcerer,ZNR,Creature,,no,3R,4.0,no,R,U,0.03
Rocky Tar Pit,C18,Land,,no,,0.0,no,colorless,U,0.51
Roc of Kher Ridges,ME4,Creature,,no,3R,4.0,no,R,U,3.13
Rod of Absorption,AFC,Artifact,,no,2U,3.0,no,U,R,0.35
Rod of Ruin,M14,Artifact,,no,4,4.0,no,colorless,U,0.02
Rofellos's Gift,UDS,Sorcery,,no,G,1.0,no,G,C,0.22
"Rograkh, Son of Rohgahh",CMR,LegendaryCreature,,no,0,0.0,no,R,U,0.24
Rogue Class,AFR,Enchantment,,no,UB,2.0,no,UB,R,1.75
Rogue Elephant,WTH,Creature,,no,G,1.0,no,G,C,0.13
Rogue Kavu,9ED,Creature,,no,1R,2.0,no,R,C,0.05
Rogue Refiner,AER,Creature,,no,1GU,3.0,no,UG,U,0.1
Rogues' Gallery,SNC,Sorcery,,no,2B,3.0,no,B,U,0.04
Rogue's Gloves,JMP,Artifact,,no,2,2.0,no,colorless,U,0.19
Rogue Skycaptain,ME2,Creature,,no,2R,3.0,no,R,R,1.34
Rogue's Passage,NCC,Land,,no,,0.0,no,colorless,U,0.23
Rohgahh of Kher Keep,ME3,LegendaryCreature,,no,2BBRR,6.0,no,BR,R,78.69
Roil Elemental,ZEN,Creature,,no,3UUU,6.0,no,U,R,9.42
Roil Eruption,ZNR,Sorcery,,no,1R,2.0,no,R,C,0.05
Roiling Horror,PLC,Creature,,no,3BB,5.0,no,B,R,0.2
Roiling Regrowth,ZNR,Instant,,no,2G,3.0,no,G,U,0.23
Roiling Terrain,WWK,Sorcery,,no,2RR,4.0,no,R,C,0.2
Roiling Vortex,ZNR,Enchantment,,no,1R,2.0,no,R,R,0.45
Roiling Waters,OGW,Sorcery,,no,5UU,7.0,no,U,U,0.07
Roilmage's Trick,BFZ,Instant,,no,3U,4.0,no,U,C,0.03
Roil Spout,BFZ,Sorcery,,no,1WU,3.0,no,WU,U,0.09
Roil's Retribution,BFZ,Instant,,no,3WW,5.0,no,W,U,0.01
Role Reversal,WAR,Sorcery,,no,UUR,3.0,no,UR,R,0.21
Rollick of Abandon,JOU,Sorcery,,no,3RR,5.0,no,R,U,0.04
Rolling Earthquake,2XM,Sorcery,,no,XR,1.0,no,R,R,2.54
Rolling Spoil,RAV,Sorcery,,no,2GG,4.0,no,G,U,0.09
Rolling Stones,8ED,Enchantment,,no,1W,2.0,no,W,R,1.56
Rolling Temblor,C19,Sorcery,,no,2R,3.0,no,R,U,0.01
Rolling Thunder,GNT,Sorcery,,no,XRR,2.0,no,R,U,0.12
"Rona, Disciple of Gix",DOM,LegendaryCreature,,no,1UB,3.0,no,UB,U,0.06
Ronin Cavekeeper,SOK,Creature,,no,5R,6.0,no,R,C,0.12
Ronin Cliffrider,BOK,Creature,,no,3RR,5.0,no,R,U,0.35
Ronin Houndmaster,CHK,Creature,,no,2R,3.0,no,R,C,0.14
Ronin Warclub,BOK,Artifact,,no,3,3.0,no,colorless,U,0.27
Ronom Hulk,CSP,Creature,,no,4G,5.0,no,G,C,0.04
Ronom Serpent,CSP,SnowCreature,,no,5U,6.0,no,U,C,0.07
Ronom Unicorn,AFC,Creature,,no,1W,2.0,no,W,C,0.03
Roofstalker Wight,RAV,Creature,,no,1B,2.0,no,B,C,0.09
Rooftop Nuisance,SNC,Sorcery,,no,2U,3.0,no,U,C,0.02
Rooftop Storm,MIC,Enchantment,,no,5U,6.0,no,U,R,0.96
Rookie Mistake,M21,Instant,,no,U,1.0,no,U,C,0.01
Roon of the Hidden Realm,CMA,LegendaryCreature,,no,2GWU,5.0,no,WUG,M,0.33
Roost of Drakes,ZNR,Enchantment,,no,U,1.0,no,U,U,0.02
Rootborn Defenses,C19,Instant,,no,2W,3.0,no,W,C,0.21
Rootbound Crag,XLN,Land,,no,,0.0,no,colorless,R,4.19
Rootbreaker Wurm,TPR,Creature,,no,5GG,7.0,no,G,U,0.14
Root Cage,PCY,Enchantment,,no,1G,2.0,no,G,U,0.1
Rootcoil Creeper,MID,Creature,,no,GU,2.0,no,UG,U,0.09
Root Elemental,SCG,Creature,,no,4GG,6.0,no,G,R,0.24
Rootgrapple,LRW,TribalInstant,,no,4G,5.0,no,G,C,0.17
Root Greevil,PLS,Creature,,no,3G,4.0,no,G,C,0.09
"Rootha, Mercurial Artist",STX,LegendaryCreature,,no,1UR,3.0,no,UR,U,0.05
Rooting Kavu,INV,Creature,,no,2GG,4.0,no,G,U,0.13
Rooting Moloch,IKO,Creature,,no,4R,5.0,no,R,U,0.01
Root-Kin Ally,MM2,Creature,,no,4GG,6.0,no,G,U,0.08
Rootless Yew,KHM,Creature,,no,3GG,5.0,no,G,U,0.02
Root Maze,10E,Enchantment,,no,G,1.0,no,G,R,8.33
Root Out,SOI,Sorcery,,no,2G,3.0,no,G,C,0.07
Rootrunner,CHK,Creature,,no,2GG,4.0,no,G,U,0.01
Roots,EMA,Enchantment,,no,3G,4.0,no,G,C,0.01
Root Sliver,LGN,Creature,,no,3G,4.0,no,G,U,4.61
Root Snare,RNA,Instant,,no,1G,2.0,no,G,C,0.01
Roots of Life,MIR,Enchantment,,no,1GG,3.0,no,G,U,0.25
Roots of Wisdom,KHM,Sorcery,,no,1G,2.0,no,G,C,0.01
Root Spider,HML,Creature,,no,3G,4.0,no,G,U,0.16
Rootwalla,W17,Creature,,no,2G,3.0,no,G,C,0.01
Rootwater Alligator,EXO,Creature,,no,3G,4.0,no,G,C,0.05
Rootwater Commando,10E,Creature,,no,2U,3.0,no,U,C,0.06
Rootwater Depths,TPR,Land,,no,,0.0,no,colorless,U,0.26
Rootwater Diver,TMP,Creature,,no,U,1.0,no,U,U,0.2
Rootwater Hunter,DDT,Creature,,no,2U,3.0,no,U,U,0.12
Rootwater Matriarch,10E,Creature,,no,2UU,4.0,no,U,R,0.45
Rootwater Mystic,EXO,Creature,,no,U,1.0,no,U,C,0.09
Rootwater Shaman,TMP,Creature,,no,2U,3.0,no,U,R,0.69
Rootwater Thief,NEM,Creature,,no,1U,2.0,no,U,R,3.37
Rootweaver Druid,CMR,Creature,,no,2G,3.0,no,G,R,0.18
Rorix Bladewing,EMA,LegendaryCreature,,no,3RRR,6.0,no,R,R,0.27
Rosemane Centaur,GRN,Creature,,no,3GW,5.0,no,WG,C,0.03
Rose Room Treasurer,NCC,Creature,,no,3R,4.0,no,R,R,1.99
Rosethorn Acolyte//Seasonal Ritual,ELD,Creature,Sorcery,yes,2GG,4.0,no,G,C,0.01
Rosethorn Halberd,ELD,Artifact,,no,G,1.0,no,G,C,0.01
Rosheen Meanderer,IMA,LegendaryCreature,,no,3RG,5.0,no,RG,U,0.21
Rotcrown Ghoul,AVR,Creature,,no,4U,5.0,no,U,C,0.04
Roterothopter,ME2,ArtifactCreature,,no,1,1.0,no,colorless,C,0.21
Rot Farm Skeleton,DGM,Creature,,no,2BG,4.0,no,BG,U,0.1
Rotfeaster Maggot,BBD,Creature,,no,4B,5.0,no,B,C,0.03
Rot Hulk,GNT,Creature,,no,5BB,7.0,no,B,M,30.75
Rotlung Reanimator,ONS,Creature,,no,2B,3.0,no,B,R,5.43
Rot Shambler,BFZ,Creature,,no,1G,2.0,no,G,U,0.11
Rotted Hulk,JOU,Creature,,no,3B,4.0,no,B,C,0.02
Rotted Hystrix,NPH,Creature,,no,4G,5.0,no,G,C,0.03
Rottenheart Ghoul,SOI,Creature,,no,3B,4.0,no,B,C,0.03
Rotten Reunion,MID,Instant,,no,B,1.0,no,B,C,0.03
Rot-Tide Gargantua,VOW,Creature,,no,3BB,5.0,no,B,C,0.01
Rotting Fensnake,ISD,Creature,,no,3B,4.0,no,B,C,0.08
Rotting Giant,ODY,Creature,,no,1B,2.0,no,B,U,0.14
Rotting Legion,M11,Creature,,no,4B,5.0,no,B,C,0.05
Rotting Mastodon,KTK,Creature,,no,4B,5.0,no,B,C,0.05
Rotting Rats,HOP,Creature,,no,1B,2.0,no,B,C,0.84
Rotting Regisaur,M20,Creature,,no,2B,3.0,no,B,R,2.56
Rotwidow Pack,MH1,Creature,,no,2BG,4.0,no,BG,U,0.1
Rot Wolf,TD2,Creature,,no,2G,3.0,no,G,C,0.23
Roughshod Mentor,SHM,Creature,,no,5G,6.0,no,G,U,0.16
Rough//Tumble,TSR,Sorcery,Sorcery,yes,1R5R,8.0,no,R,U,0.07
Rouse,MMQ,Instant,,no,1B,2.0,no,B,C,0.09
Rouse the Mob,JOU,Instant,,no,R,1.0,no,R,C,0.07
Rousing of Souls,CNS,Sorcery,,no,2W,3.0,no,W,C,0.11
Rousing Read,M21,Enchantment,,no,2U,3.0,no,U,C,0.01
Rousing Refrain,C21,Sorcery,,no,3RR,5.0,no,R,R,0.44
Rout,C21,Sorcery,,no,3WW,5.0,no,W,R,0.18
Roving Keep,JMP,ArtifactCreature,,no,7,7.0,no,colorless,C,0.02
"Rowan, Fearless Sparkmage",ELD,LegendaryPlaneswalker,,no,3RR,5.0,no,R,M,1.24
Rowan Kenrith,BBD,LegendaryPlaneswalker,,no,4RR,6.0,no,R,M,2.28
Rowan's Battleguard,ELD,Creature,,no,3R,4.0,no,R,U,0.1
"Rowan, Scholar of Sparks//Will, Scholar of Frost",STX,LegendaryPlaneswalker,LegendaryPlaneswalker,yes,2R4U,8.0,no,UR,M,2.51
Rowan's Stalwarts,ELD,Creature,,no,4R,5.0,no,R,R,0.12
Rowan Treefolk,POR,Creature,,no,3G,4.0,no,G,C,0.09
Rowdy Crew,XLN,Creature,,no,2RR,4.0,no,R,M,0.28
Rowen,7ED,Enchantment,,no,2GG,4.0,no,G,R,0.37
Royal Assassin,M12,Creature,,no,1BB,3.0,no,B,R,0.99
Royal Decree,ME2,Enchantment,,no,2WW,4.0,no,W,R,1.2
Royal Falcon,S00,Creature,,no,1W,2.0,no,W,C,0.1
Royal Herbalist,ALL,Creature,,no,W,1.0,no,W,C,0.09
Royal Trooper,BBD,Creature,,no,2W,3.0,no,W,C,0.03
Rubbleback Rhino,RTR,Creature,,no,4G,5.0,no,G,C,0.09
Rubblebelt Boar,GRN,Creature,,no,3R,4.0,no,R,C,0.01
Rubblebelt Maaka,MM3,Creature,,no,3R,4.0,no,R,C,0.01
Rubblebelt Raiders,DDS,Creature,,no,1RGRGRG,7.0,no,RG,R,0.21
Rubblebelt Recluse,M20,Creature,,no,4R,5.0,no,R,C,0.01
Rubblebelt Rioters,WAR,Creature,,no,1RG,3.0,no,RG,U,0.08
Rubblebelt Runner,RNA,Creature,,no,1RG,3.0,no,RG,C,0.01
Rubblehulk,C18,Creature,,no,4RG,6.0,no,RG,R,0.16
Rubble Reading,RNA,Sorcery,,no,3R,4.0,no,R,C,0.02
Rubble Slinger,RNA,Creature,,no,2RG,4.0,no,RG,C,0.01
Rubinia Soulsinger,CMA,LegendaryCreature,,no,2GWU,5.0,no,WUG,R,0.27
Ruby Leech,INV,Creature,,no,1R,2.0,no,R,R,0.26
Ruby Medallion,CM2,Artifact,,no,2,2.0,no,colorless,R,31.64
Rude Awakening,GVL,Sorcery,,no,4G,5.0,no,G,R,0.32
Rugged Highlands,NEO,Land,,no,,0.0,no,colorless,C,0.07
Rugged Prairie,NCC,Land,,no,,0.0,no,colorless,R,2.38
Ruham Djinn,INV,Creature,,no,5W,6.0,no,W,U,0.14
Ruhan of the Fomori,CMD,LegendaryCreature,,no,1URW,4.0,no,WUR,M,1.43
Ruination,CMD,Sorcery,,no,3R,4.0,no,R,R,6.94
Ruination Guide,BFZ,Creature,,no,2U,3.0,no,U,U,0.14
Ruination Rioter,MH1,Creature,,no,RG,2.0,no,RG,U,0.01
Ruination Wurm,GTC,Creature,,no,4RG,6.0,no,RG,C,0.02
Ruin Crab,ZNR,Creature,,no,U,1.0,no,U,U,0.56
Ruin Ghost,WWK,Creature,,no,1W,2.0,no,W,U,0.3
Ruin Grinder,C21,ArtifactCreature,,no,5R,6.0,no,R,R,0.16
Ruin in Their Wake,OGW,Sorcery,,no,1G,2.0,no,G,U,0.07
Ruinous Gremlin,KLD,Creature,,no,R,1.0,no,R,C,0.01
Ruinous Intrusion,MIC,Instant,,no,3G,4.0,no,G,R,0.44
Ruinous Minotaur,ZEN,Creature,,no,1RR,3.0,no,R,C,0.1
Ruinous Path,C18,Sorcery,,no,1BB,3.0,no,B,R,0.17
Ruinous Ultimatum,IKO,Sorcery,,no,RRWWWBB,7.0,no,WBR,R,5.27
Ruin Processor,BFZ,Creature,,no,7,7.0,no,colorless,C,0.06
Ruin Raider,XLN,Creature,,no,2B,3.0,no,B,R,0.22
Ruin Rat,HOU,Creature,,no,1B,2.0,no,B,C,0.1
Ruins of Oran-Rief,OGW,Land,,no,,0.0,no,colorless,R,0.24
Ruins of Trokair,ME2,Land,,no,,0.0,no,colorless,U,0.16
Rukh Egg,9ED,Creature,,no,3R,4.0,no,R,R,0.43
Rule of Law,M20,Enchantment,,no,2W,3.0,no,W,U,0.32
Rumbling Aftershocks,WWK,Enchantment,,no,4R,5.0,no,R,U,0.06
Rumbling Baloth,JMP,Creature,,no,2GG,4.0,no,G,C,0.05
Rumbling Crescendo,USG,Enchantment,,no,3RR,5.0,no,R,R,0.42
Rumbling Rockslide,IKO,Sorcery,,no,3R,4.0,no,R,C,0.01
Rumbling Ruin,RNA,Creature,,no,5R,6.0,no,R,U,0.04
Rumbling Sentry,THB,Creature,,no,3WW,5.0,no,W,C,0.01
Rumbling Slum,HOP,Creature,,no,1RGG,4.0,no,RG,R,0.18
Rummaging Goblin,CMR,Creature,,no,2R,3.0,no,R,C,0.01
Rummaging Wizard,ONS,Creature,,no,3U,4.0,no,U,U,0.09
Rumor Gatherer,SNC,Creature,,no,1WW,3.0,no,W,U,0.24
Run Afoul,M21,Instant,,no,G,1.0,no,G,C,0.03
Run Aground,XLN,Instant,,no,3U,4.0,no,U,C,0.01
Run Amok,KHM,Instant,,no,1R,2.0,no,R,C,0.02
Run Ashore,KHM,Instant,,no,4UU,6.0,no,U,C,0.02
Runaway Carriage,SOI,ArtifactCreature,,no,4,4.0,no,colorless,U,0.03
Runaway Steam-Kin,GRN,Creature,,no,1R,2.0,no,R,R,0.32
Run Away Together,CMR,Instant,,no,1U,2.0,no,U,C,0.02
Runaway Trash-Bot,NEO,ArtifactCreature,,no,3,3.0,no,colorless,U,0.02
Runeboggle,GPT,Instant,,no,2U,3.0,no,U,C,0.05
Runebound Wolf,VOW,Creature,,no,1R,2.0,no,R,U,0.09
Rune-Cervin Rider,SHM,Creature,,no,3W,4.0,no,W,C,0.09
Runechanter's Pike,ISD,Artifact,,no,2,2.0,no,colorless,R,0.48
Runeclaw Bear,M15,Creature,,no,1G,2.0,no,G,C,0.06
Runed Arch,ICE,Artifact,,no,3,3.0,no,colorless,R,0.31
Runed Crown,KHM,Artifact,,no,3,3.0,no,colorless,U,0.02
Runed Halo,M21,Enchantment,,no,WW,2.0,no,W,R,0.1
Runed Servitor,JMP,ArtifactCreature,,no,2,2.0,no,colorless,C,0.01
Runed Stalactite,MMA,Artifact,,no,1,1.0,no,colorless,C,0.09
Runeflare Trap,ZEN,Instant,,no,4RR,6.0,no,R,U,0.15
Runeforge Champion,KHM,Creature,,no,2W,3.0,no,W,R,0.21
Runehorn Hellkite,C16,Creature,,no,5R,6.0,no,R,R,3.92
Rune of Flight,KHM,Enchantment,,no,1U,2.0,no,U,U,0.04
Rune of Might,KHM,Enchantment,,no,1G,2.0,no,G,U,0.2
Rune of Mortality,KHM,Enchantment,,no,1B,2.0,no,B,U,0.1
Rune of Protection: Artifacts,USG,Enchantment,,no,1W,2.0,no,W,U,0.22
Rune of Protection: Black,USG,Enchantment,,no,1W,2.0,no,W,C,0.19
Rune of Protection: Blue,USG,Enchantment,,no,1W,2.0,no,W,C,0.16
Rune of Protection: Green,USG,Enchantment,,no,1W,2.0,no,W,C,0.2
